code,type,name,abreviated_name
PO744127,DELEG,Délégation aux collectivités territoriales et à la décentralisation,COLTER
PO744155,MISINFO,Mission d'information sur les mers et océans : quelle stratégie pour la France ?,OCEANS
PO744312,MISINFO,Mission d'information sur la diplomatie culturelle et francophonie - le rayonnement artistique et intellectuel de la France : quelle stratégie à dix ans ?,CULTURE
PO744856,PARPOL,La France Insoumise,FI
PO744858,PARPOL,Régions et peuples solidaires,RPS
PO744860,PARPOL,Tapura Huiraatira,TPH
PO744862,PARPOL,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,THN
PO744864,PARPOL,"Union des démocrates, radicaux et libéraux",UDRL
PO746314,PARPOL,Non déclaré(s),ND
PO746398,MISINFO,Mission d'évaluation et de contrôle,MEC
PO746612,GE,Action humanitaire,ACTHUMAN
PO746618,GE,Alimentation et santé,ALIMSANTE
PO746624,GE,Amiante,AMIANTE
PO746629,GE,Antisémitisme,ANTISEMITI
PO746634,GE,"Arctique, Antarctique et Terres Australes et Antarctiques françaises – droit des grands fonds",ARCTIQUE
PO746639,GE,Assurances,ASSURANCES
PO746644,GE,Attractivité de la France – export – investissement – compétitivité,ATTRACTIVI
PO746649,GE,Autisme,AUTISME
PO746654,GE,Aviculture,AVICULTURE
PO746659,GE,Cancer,CANCER
PO746669,GE,"Chasse, pêche et territoires",CHASSETERR
PO746674,GE,Cheval,CHEVAL
PO746679,GE,Chrétiens d'orient,CHRETIENOR
PO746684,GE,Cinéma et production audiovisuelle,CINÉMA
PO746689,GE,"Commerce, artisanat et métiers d'art",COMMERCE
PO746735,GE,Condition animale,CONDANIMAL
PO746748,GE,Conditions d'accueil des migrants,ACCMIGRANT
PO746753,GE,Coopération au développement,COOPDÉVELP
PO746763,GE,Cybersécurité et souveraineté numérique,CYBERSÉCUR
PO746768,GE,Déchets ménagers,DÉCHETSMÉN
PO746791,GE,Diplomatie économique avec l'Afrique,DIPLOAFRIQ
PO746796,GE,Discriminations et LGBTQI-phobies dans le monde,DISCLGBTPH
PO746801,GE,Diversité et discriminations liées à l’origine,DISCRORIGI
PO746806,GE,Droits de l'enfant et protection de la jeunesse,DROITENFAN
PO746811,GE,Eau et biodiversité,EAUBIODIV
PO746816,GE,Éco-construction,ÉCOCONSTRU
PO746821,GE,Économie du sport,ÉCOSPORT
PO746827,GE,"Économies insulaires françaises, catastrophes naturelles et politiques publiques de développement",ÉCOINSULAI
PO746832,GE,Économie maritime,ÉCOMARITIM
PO746837,GE,"Économie numérique de la donnée, de la connaissance et de l'intelligence artificielle",ÉCONUMÉRIQ
PO746847,GE,Économie sociale et solidaire,ÉCOSOCIAL
PO746852,GE,Économie verte et économie circulaire,ÉCOVERTE
PO746857,GE,Énergies vertes,ÉNERGVER
PO746880,GE,Enjeux de la ruralité,ENJEURURAL
PO746894,GE,Enjeux d'évolution et de conversion de l'industrie manufacturière,ENJEUMANUF
PO746899,GE,Enjeux économiques de la filière industrielle énergétique,ENJEUÉNERG
PO746904,GE,Enseignement privé sous contrat et hors contrat,ENSEIPRIVÉ
PO746910,GE,Entrepreneuriat au féminin,ENTRFÉMIN
PO746915,GE,Famille et adoption,FAMILADOPT
PO746920,GE,Filière brassicole,FILBRASSI
PO746925,GE,Fin de vie,FINDEVIE
PO746930,GE,"Forêt, bois, nouveaux usages et industrie du bois",FORÊTBOIS
PO746935,GE,Francophonie,FRANCOPHON
PO746957,GE,Gens du voyage,GENSVOYAGE
PO746962,GE,Îles anglo-normandes,ÎLESANGLO
PO746972,GE,Illettrisme et illectronisme,ILLETTRISM
PO746977,GE,Impact des changements climatiques,IMPACTCLIM
PO746982,GE,Industrie de la défense,INDUSDÉFEN
PO746987,GE,Industrie du luxe et de moyens,INDUSTLUXE
PO746992,GE,"Inondations, risques naturels et calamités agricoles",INONDATION
PO746997,GE,Insertion économique et civique des jeunes,INSERJEUNE
PO747002,GE,Handicap Inclusion,HANDIINCLU
PO747017,GE,Jeux vidéo,JEUX VIDÉO
PO747022,GE,Langue des signes,LANGUESIGN
PO747027,GE,Langues et cultures régionales,LANGUESRÉG
PO747032,GE,Les Kurdes,KURDES
PO747042,GE,Littoral,LITTORAL
PO747047,GE,Livre et économie du livre et du papier,LIVREPAPIE
PO747057,GE,Maladie de Lyme,MALADLYME
PO747062,GE,Maladies rares,MALADIEORP
PO747072,GE,Mineurs non accompagnés,MINEURNONA
PO747084,GE,Modernisation des activités agricoles et structuration des filières,MODERNAGRI
PO747094,GE,Montagne,MONTAGNE
PO747099,GE,"Parcs nationaux, parcs naturels régionaux et aires protégées",PARCSNATIO
PO747104,GE,Patrimoine,PATRIMOINE
PO747109,GE,"Pauvreté, précarité et sans-abri",PAUVRETÉ
PO747119,GE,Peuple tamoul,PEUPLETAMO
PO747135,GE,Presse,PRESSE
PO747140,GE,Prisons et conditions carcérales,PRISONS
PO747145,GE,Professions paramédicales,PROFPARAMÉ
PO747150,GE,Rapatriés,RAPATRIÉS
PO747160,GE,Réserve citoyenne,RÉSERVCITO
PO747170,GE,RSE - responsabilité sociale des entreprises,RSE-RESPON
PO747175,GE,Sahara occidental,SAHARAOCCI
PO747180,GE,Santé à l'école,SANTÉÉCOLE
PO747185,GE,Santé environnementale,SANTÉENVIR
PO747190,GE,Santé et numérique,SANTÉETNUM
PO747195,GE,"Santé mondiale : paludisme, sida et tuberculose",SANTÉMONDI
PO747200,GE,Secteur aéronautique et spatial,SECTEURAÉR
PO747210,GE,Sida,SIDA
PO747215,GE,Sport,SPORT
PO747220,GE,"Startup, PME et ETI",STARTUPPME
PO747225,GE,Statut des travailleurs mobiles en Europe,STATRAVMOB
PO747235,GE,Tibet,TIBET
PO747241,GE,Thermalisme,THERMALISM
PO747246,GE,Trufficulture,TRUFFICULT
PO747251,GE,Urbanisme,URBANISME
PO747256,GE,Véhicules terrestres,VÉHICTERR
PO747261,GE,Vie associative et bénévolat,VIEASSOCIA
PO747266,GE,"Vigne, vin et œnologie",VIGNEVINŒN
PO747271,GE,Villes et banlieues,VILLESBANL
PO747276,GE,Villes moyennes,VILLESMOYE
PO747281,GE,Violences intra-familiales,VIOLENFAM
PO747286,GE,Voies navigables et transports multimodaux – canaux,VOIESNAVIG
PO747471,ORGEXTPARL,Commission prévue à l’article 113 de la loi n° 2017-256 du 28 février 2017 de programmation relative à l’égalité réelle outre-mer et portant autres dispositions en matière sociale et économique,382
PO747850,ORGEXTPARL,Comité chargé de veiller au suivi de la mise en œuvre et à l'évaluation du crédit d'impôt pour la compétitivité et l'emploi,380
PO751484,GE,Valorisation des activités touristiques,VALACTTOUR
PO753861,ORGEXTPARL,"Conseil national de la culture scientifique, technique et industrielle",OPECST2006
PO756284,OFFPAR,Groupe de travail sur les droits et libertés constitutionnels à l'ère numérique,DRTLIBNUM
PO756933,ORGEXTPARL,Commission départementale des valeurs locatives des locaux professionnels,383
PO758403,ORGEXTPARL,Comité d'éthique du comité d'organisation des jeux Olympiques et Paralympiques,384
PO758409,ORGEXTPARL,Comité des rémunérations du comité d'organisation des jeux Olympiques et Paralympiques,385
PO758835,GP,Socialistes et apparentés,SOC
PO759364,COMSPSENAT,PJL préparation du retrait du Royaume-Uni de l'UE,RETRA
PO759900,GP,Libertés et Territoires,LT
PO760010,MISINFO,Mission d'information sur les enjeux stratégiques en mer de Chine,CHINE
PO760017,MISINFO,Mission d'information sur la France et les pays d'Asie centrale,ASIE
PO76034,CONSTITU,Conseil constitutionnel,ASSEX
PO760931,MISINFO,Mission d'information sur les relations entre les grands donneurs d'ordre et les sous-traitants dans les filières industrielles,FILIÈRES
PO761239,PARPOL,Rassemblement national,RN
PO761294,PARPOL,La République en Marche,LAREM
PO762004,MISINFO,Mission d'information sur l'évaluation de la loi 2016-138 du 11 février 2016 relative à la lutte contre le gaspillage alimentaire,GASPI ALI
PO762072,MISINFO,Mission d'information relative aux taxes sur les titres de séjour,TTS
PO762124,MISINFO,Mission d'information relative à la mise en œuvre de la loi organique aux lois de finances,MILOLF
PO762170,MISINFO,Mission flash sur les aviseurs fiscaux,AF
PO762207,MISINFO,Mission d'information flash sur l'inclusion bancaire,IB
PO762533,MISINFO,Mission d'information sur le continuum sécurité-développement,CSDEV
PO762788,MISINFO,"Mission d'information sur "" Dérèglements climatiques et conflits """,DRGLT CLIM
PO763229,GE,Air et santé : Impact sur la santé de la qualité de l'air intérieur et extérieur,AIRETSANTE
PO763234,GE,Élevage pastoral,ELEVAPASTO
PO763239,GE,Entrée en vigueur du Traité d'interdiction complète des essais nucléaire,ESSAISNUCL
PO763244,GE,Gastronomie,GASTRONOMI
PO763249,GE,Hydrogène,HYDROGENE
PO763254,GE,Objectifs de développement durable,OBJDEVDUR
PO763259,GE,Prévention santé,PREVSANTE
PO763264,GE,Sapeurs-pompiers volontaires,SAPPOMPVOL
PO763269,GE,Spectacle vivant,SPECVIVANT
PO763346,ORGEXTPARL,Commission départementale de coopération intercommunale,388
PO765132,OFFPAR,Commission de vérification des fonds spéciaux,CVFS
PO766497,MISINFOPRE,Mission d'information sur la concrétisation des lois,EVALLOIS
PO766718,CNPS,Commission spéciale chargée d'examiner le projet de loi relatif à la bioéthique,CSBIOETH
PO766728,MISINFO,Mission d'information pour le suivi de l’application de la loi pour la conservation et la restauration de la cathédrale Notre Dame de Paris et instituant une souscription nationale à cet effet,NOTREDAME
PO766886,MISINFO,Mission d'information sur le développement du Sahel,DEVSAHEL
PO766891,MISINFO,Mission d'information sur la protection des espèces menacées,PROESPECES
PO767640,COMSPSENAT,Commission spéciale sur la bioéthique,BIOET
PO767958,ORGEXTPARL,Conseil d’administration de l’Institut national du cancer,389
PO767963,ORGEXTPARL,Conseil d'administration de l'Agence nationale pour la rénovation urbaine,387
PO767978,ORGEXTPARL,Conseil national de l'alimentation,390
PO768088,ORGEXTPARL,Conseil stratégique de la recherche,OPECST2005
PO768091,MISINFO,Mission d'information sur les plateformes numériques,PLAT NUM
PO768274,MISINFO,Mission flash sur les quotas de chansons francophones diffusées par les radios privées,QUOTASCHAN
PO768375,MISINFO,Mission d'information sur la pollution des mers,POLLUMER
PO768830,MISINFOCOM,Mission d'information commune sur la réglementation et l'impact des différents usages du cannabis,MICCANNAB
PO769401,ORGEXTPARL,Conseil national de l'air,386
PO769407,ORGEXTPARL,Conseil d'administration de l'Office français de la biodiversité,393
PO769416,ORGEXTPARL,Conseil d'administration de l'Agence nationale du sport,392
PO769420,ORGEXTPARL,Conseil d'administration de l'Agence nationale de la cohésion des territoires,394
PO769424,ORGEXTPARL,Conseil d'évaluation de l'école,391
PO769550,CNPS,Commission spéciale chargée d'examiner le projet de loi instituant un système universel de retraite et le projet de loi organique relatif au système universel de retraite,CSRETRAITE
PO769821,MISINFO,Mission d'information sur le suivi de la fermeture de la centrale nucléaire de Fessenheim,FESSENHEIM
PO769895,MISINFO,Partenariat futur entre l'Union européenne et le Royaume-Uni,PARTENUEUK
PO769950,DELEGSENAT,Commission de vérification des fonds spéciaux,CVFSD
PO770023,MISINFO,Mission d'information sur la rentrée scolaire en Guyane,MI GUYANE
PO770077,MISINFO,Mission d'information sur la géopolitique des matières premières,GEOPOLMAT
PO770091,MISINFO,Mission d’information sur les conséquences financières et budgétaires de la présence des grands prédateurs sur le territoire national,MIGP
PO770101,MISINFO,Mission d’information sur les amendes de la circulation et du stationnement routier,MIACSR
PO770110,MISINFO,Mission d'information sur l'épargne dans un environnement de taux bas,MIEPATXBAS
PO770124,MISINFO,Mission d'information sur les dotations de soutien à l'investissement du bloc communal,MIDETR
PO770136,MISINFO,Mission d’information sur les différentes missions confiées par l’administration de l’État à des prestataires extérieurs («outsourcing»),MIOUT
PO770211,COMSPSENAT,CS ASAP,ASAPC
PO770488,MISINFO,Mission d'information sur les sels nitrités dans l'industrie agroalimentaire,NITRITES
PO771036,MISINFO,Mission d'information sur les enjeux économiques de la sécurité privée,ENJÉCOSÉC
PO771889,GP,UDI et Indépendants,UDI_I
PO771923,GP,Agir ensemble,AGIR-E
PO772725,MISINFOCOM,Mission d'information commune relative aux chambres d'agriculture et à leur financement,MICCAF
PO773371,GOUVERNEMENT,Gouvernement,GVT
PO773372,MINISTERE,Premier ministre,PRM
PO773374,MINISTERE,Ministère de l’Europe et des affaires étrangères,EAE
PO773376,MINISTERE,Ministère de la transition écologique,TRE
PO773378,MINISTERE,"Ministère de l’éducation nationale, de la jeunesse et des sports",MEN
PO773380,MINISTERE,"Ministère de l’économie, des finances et de la relance",ECO
PO773382,MINISTERE,Ministère des armées,ARM
PO773384,MINISTERE,Ministère de l’intérieur,INT
PO773386,MINISTERE,"Ministère du travail, de l’emploi et de l’insertion",MTR
PO773388,MINISTERE,Ministère des outre-mer,MOM
PO773390,MINISTERE,Ministère de la cohésion des territoires et des relations avec les collectivités territoriales,TER
PO773392,MINISTERE,Ministère de la justice,JUS
PO773394,MINISTERE,Ministère de la culture,MIC
PO773396,MINISTERE,Ministère des solidarités et de la santé,SSA
PO773398,MINISTERE,Ministère de la mer,MER
PO773400,MINISTERE,"Ministère de l’enseignement supérieur, de la recherche et de l’innovation",ESR
PO773402,MINISTERE,Ministère de l’agriculture et de l’alimentation,AGR
PO773404,MINISTERE,Ministère de la transformation et de la fonction publiques,TFP
PO773406,MINISTERE,"Ministère auprès du Premier ministre, chargé des relations avec le Parlement et de la participation citoyenne",PRL
PO773408,MINISTERE,"Ministère auprès du Premier ministre, chargé de l’égalité entre les femmes et les hommes, de la diversité et de l’égalité des chances",ECH
PO773410,MINISTERE,"Ministère auprès du ministre de l’Europe et des affaires étrangères, chargé du commerce extérieur et de l'attractivité",EXA
PO773412,MINISTERE,"Ministère auprès de la ministre de la transition écologique, chargé du logement",LOG
PO773414,MINISTERE,"Ministère auprès de la ministre de la transition écologique, chargé des transports",TRA
PO773416,MINISTERE,"Ministère auprès du ministre de l’éducation nationale, de la jeunesse et des sports, chargé des sports",SPO
PO773418,MINISTERE,"Ministère auprès du ministre de l’économie, des finances et de la relance, chargé des comptes publics",CCP
PO773420,MINISTERE,"Ministère auprès du ministre de l’économie, des finances et de la relance, chargé de l’industrie",IND
PO773422,MINISTERE,"Ministère auprès du ministre de l’économie, des finances et de la relance, chargé des petites et moyennes entreprises",PME
PO773424,MINISTERE,"Ministère auprès de la ministre des armées, chargé de la mémoire et des anciens combattants",ANC
PO773426,MINISTERE,"Ministère auprès du ministre de l’intérieur, chargé de la citoyenneté",CIT
PO773428,MINISTERE,"Ministère auprès de la ministre du travail, de l’emploi et de l’insertion, chargé de l'insertion",INS
PO773430,MINISTERE,"Ministère auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ville",VIL
PO773432,MINISTERE,"Ministère auprès du ministre des solidarités et de la santé, chargé de l'autonomie",MDA
PO773434,MINISTERE,"Secrétariat d’État auprès du Premier ministre, porte-parole du Gouvernement",PPRL
PO773655,MISINFOPRE,Mission d'information sur le thème « Bâtir et promouvoir une souveraineté numérique nationale et européenne »,SOUVNUM
PO774070,MINISTERE,"Secrétariat d'État auprès du Premier ministre, chargé des personnes handicapées",HANDI
PO774072,MINISTERE,"Secrétariat d'État auprès du ministre de l'Europe et des affaires étrangères, chargé du tourisme, des Français de l'étranger et de la francophonie",TOUR
PO774074,MINISTERE,"Secrétariat d'État auprès du ministre de l'Europe et des affaires étrangères, chargé des affaires européennes",EUR
PO774076,MINISTERE,"Secrétariat d'État auprès de la ministre de la transition écologique, chargé de la biodiversité",BIO
PO774078,MINISTERE,"Secrétariat d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargé de l'éducation prioritaire",EDUPR
PO774080,MINISTERE,"Secrétariat d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargé de la jeunesse et de l'engagement",JEU
PO774082,MINISTERE,"Secrétariat d'État auprès du ministre de l'économie, des finances et de la relance, chargé de l'économie sociale, solidaire et responsable",ESS
PO774084,MINISTERE,"Secrétariat d'État auprès de la ministre du travail, de l'emploi et de l'insertion, chargé des retraites et de la santé au travail",RETSA
PO774086,MINISTERE,"Secrétariat d'État auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ruralité",RURAL
PO774088,MINISTERE,"Secrétariat d'État auprès du ministre des solidarités et de la santé, chargé de l'enfance et des familles",ENF
PO774113,MINISTERE,"Secrétariat d'État auprès des ministres de l'économie, des finances et de la relance, et de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la transition numérique et des communications électroniques",NUM
PO774834,GP,Mouvement Démocrate (MoDem) et Démocrates apparentés,DEM
PO776057,MISINFO,Mission d’information relative à l’évolution de la consommation de tabac et du rendement de la fiscalité applicable aux produits du tabac pendant le confinement et aux enseignements pouvant en être tirés.,CONSOTABAC
PO776990,GROUPESENAT,Groupe Écologiste - Solidarité et Territoires,GESTP
PO77707,GROUPESENAT,communiste républicain et citoyen,CRCPO
PO77708,GROUPESENAT,Non inscrit,NIPOL
PO77710,GROUPESENAT,Groupe socialiste et républicain,SOCPO
PO77714,GROUPESENAT,Groupe du rassemblement démocratique et social européen,RDSEP
PO779096,MISINFO,Mission d'information sur les droits des femmes dans le monde et application de la convention d'Istanbul,DROITSFEM
PO779099,CNPS,Commission spéciale chargée d'examiner le projet de loi confortant le respect des principes de la République,CSPRINCREP
PO779240,MISINFO,Mission d'information sur l'autonomie alimentaire de la France et au sein de ses territoires,AUTOALIM
PO779461,MISINFO,"Mission d’évaluation de la loi n° 2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique",SAPIN 2
PO779524,MISINFO,Mission flash parité dans les fonctions électives et exécutives du bloc communal,MI PARITÉ
PO779622,MISINFO,Mission d'information flash sur le référé spécial environnemental,RSE
PO779931,MISINFO,Mission d'information sur le médicament,MED
PO780015,MISINFO,Mission d'évaluation des lois du 15 septembre 2017 pour la confiance dans la vie politique,CONFPOL
PO780186,MISINFO,Mission d'information sur l'emploi des seniors,SENIORS
PO780519,MISINFO,Mission d'information sur l'espace,ESPACE
PO780534,MISINFO,Maladie de Lyme : améliorer la prise en charge des patients,LYME
PO780747,MISINFO,Mission d'information relative au financement de la lutte contre la maladie de Lyme (Art. 146 du Règlement),LYMEFIN
PO780752,MISINFO,Mission d'information sur le surendettement (Art. 146 du Règlement).,MI SUREND
PO780850,CNPS,Commission spéciale chargée d'examiner le projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets,CSLDCRRE
PO781715,MISINFO,Mission d'information sur la politique de la France et de l'Europe à l'égard de la Chine,PLT CHINE
PO781746,MISINFO,L'espace indopacifique : enjeux et stratégie pour la France,INDOPACIFI
PO781969,MISINFO,Mission d'information sur les enjeux de la défense en Indo-Pacifique,ENJDEFINDP
PO781995,MISINFO,Mission d'information sur la préparation à la haute intensité,PREHAUTINT
PO782011,MISINFO,Mission d'information sur le plan famille : quel bilan ?,PLANFAMBIL
PO782197,MISINFO,Mission d'information sur l’ouverture à la concurrence des marchés publics de défense européens,MARPUEUDEF
PO782307,MISINFO,Mission d'information sur la production laitière (hors AOP) en zone de montagne,LAIT MONT
PO782338,MISINFO,Mission d'information sur la construction d'une indépendance stratégique de l'Europe,INDSTRATEG
PO782697,MISINFO,Mission flash sur la capacité des associations à agir en justice,ASSOJUST
PO782739,MISINFO,Mission d’évaluation de l’impact de la loi du 3 août 2018 renforçant la lutte contre les rodéos motorisés,RODEOS
PO782753,MISINFO,Mission d’information sur les droits de diffusion audiovisuelle des manifestations sportives,DROITSTVSP
PO782811,MISINFO,Suivi de la mise en œuvre des conclusions de la commission d’enquête sur l’inclusion des élèves handicapés dans l’école et l’université de la République,SUIVIHANDI
PO782816,CNPS,Commission spéciale chargée d’examiner la proposition de loi organique relative à la modernisation de la gestion des finances publiques et la proposition de loi portant diverses dispositions relatives au Haut Conseil des finances publiques et à l’information du Parlement sur les finances publiques ainsi que la proposition de loi organique et la proposition de loi relatives aux lois de financement de la sécurité sociale,CSLOLFLFSS
PO782990,MISINFO,Groupe de travail sur les modalités d'organisation de la vie démocratique,VIEDEMOCRA
PO783038,MISINFO,Mission d'information sur le rôle et l’avenir des commerces de proximité dans l’animation et l’aménagement du territoire,COMPROX
PO783149,CNPE,"Commission d'enquête sur les migrations, les déplacements de populations et les conditions de vie et d’accès au droit des migrants, réfugiés et apatrides en regard des engagements nationaux, européens et internationaux de la France",CEMIGRANTS
PO783255,MISINFO,"Mission d’information sur le cadre juridique et statutaire de l’enseignement hybride ou à distance, dans l’enseignement scolaire et l’enseignement supérieur",ENSEIGDIST
PO783302,MISINFO,mission d'information sur les négociations internationales relatives au changement climatique,DIPCLIMAT
PO783528,MISINFO,"Mission de contrôle de l'application de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économiques et financière dite ""DADUE""",APP DADUE
PO783535,MISINFO,Mission de contrôle de l'application de la loi n° 2020-1578 du 14 décembre 2020 relative aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières,APP BETSUC
PO783542,MISINFO,"Mission de contrôle sur l'application de la loi n° 2020-1525 du 7 décembre 2020 d'accélération et de simplification de l'action publique dite ""ASAP""",APP ASAP
PO783549,MISINFO,Mission d'information sur l'organisation et les enjeux de la gastronomie et de ses filières,MI GAST
PO783558,MISINFO,"Mission d'information sur les perspectives économiques des jeunes Français : logement et précarité chez les étudiants, les apprentis et les jeunes actifs",MI LOGPREC
PO783599,MISINFO,Mission d'information sur l'avenir du secteur aéronautique en France,MI AV AERO
PO783637,MISINFO,Mission d'information sur l'impact de la crise de la Covid-19 sur le secteur événementiel,MI IMP COV
PO783852,MISINFOPRE,Mission d'information sur la résilience nationale,RESINAT
PO783898,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la régulation et à la protection de l'accès aux œuvres culturelles à l'ère numérique,4187
PO783905,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution,4188
PO783990,MISINFO,Mission d'information sur la formation des professions paramédicales,PRO SANTE
PO783995,MISINFO,"Mission d'information sur les professions de santé : quelles évolutions pour les périmètres d’activité, les protocoles de coopération et les pratiques avancées ?",PR SANTÉEV
PO784150,MISINFO,Mission d'information sur l'assurance-crédit,MI ASSCRE
PO784272,MISINFOPRE,"Mission d’information sur l'application du droit voisin au bénéfice des agences, éditeurs et professionnels du secteur de la presse",DV
PO784280,CNPE,Commission d’enquête chargée de rechercher d’éventuels dysfonctionnements de la justice et de la police dans l’affaire dite Sarah Halimi et de formuler des propositions pour éviter le cas échéant leur renouvellement,CEHALIMI
PO784318,MISINFOPRE,Mission d’information visant à identifier les ressorts de l’abstention et les mesures permettant de renforcer la participation électorale,MICPELEC
PO784391,ORGEXTPARL,Comité de contrôle et de liaison covid-19 chargé d'associer la société civile et le Parlement aux opérations de lutte contre la propagation de l'épidémie par suivi des contacts ainsi qu'au déploiement des systèmes d'information prévus à cet effet,395
PO784396,ORGEXTPARL,Conseil de surveillance chargé du suivi et du contrôle de la recherche et de la mise en œuvre d’alternatives aux produits phytopharmaceutiques contenant une ou des substances actives de la famille des néonicotinoïdes ou présentant des modes d’action identiques à ceux de ces substances,397
PO784404,ORGEXTPARL,"Comité chargé de proposer des évolutions de la composition du Conseil économique, social et environnemental",398
PO784412,ORGEXTPARL,Conseil d’orientation des infrastructures,399
PO784428,ORGEXTPARL,Comité scientifique du Haut Conseil des biotechnologies,OPECST2002
PO784473,CMP,"Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions d’adaptation au droit de l’Union européenne dans le domaine des transports, de l’environnement, de l’économie et des finances",4186
PO784572,MISINFO,"mission d’évaluation de la loi du 10 septembre 2018 pour une immigration maîtrisée, un droit d’asile effectif et une intégration réussie",MI ASILE
PO784579,MISINFO,mission d’information sur les dysfonctionnements dans la distribution de la propagande électorale pour les élections régionales et départementales des 20 et 27 juin 2021,MI PROPAG
PO784682,CNPE,Commission d’enquête sur les dysfonctionnements et manquements de la politique pénitentiaire française,CEPOLPENIT
PO784795,MISINFO,"Evaluation de la loi du 10 septembre 2018 pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",IMMIGRASIL
PO784802,MISINFO,Dysfonctionnements dans la distribution de la propagande électorale pour les élections régionales et départementales des 20 et 27 juin 2021,PROPAGELEC
PO785110,CNPE,Commission d’enquête chargée d’identifier les facteurs qui ont conduit à la chute de la part de l’industrie dans le PIB de la France et de définir les moyens à mettre en œuvre pour relocaliser l’industrie et notamment celle du médicament,CECIFCCPI
PO785812,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à protéger la rémunération des agriculteurs,4134
PO785819,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à consolider notre modèle de sécurité civile et valoriser le volontariat des sapeurs pompiers et les sapeurs pompiers professionnels,3162
PO78718,SENAT,Sénat ( 5ème République ),SENAT
